FIPS,Tract,County,State,Total,Under 18,18 to 64,Over 64,White,Black,Hispanic,Asian,Other_Races,Below 9th grade,High School,College,Advanced Degree
36059302300,Census Tract 3023,Nassau County,New York,4700,0.17659574468085107,0.5991489361702128,0.22425531914893618,0.40680851063829787,0.013404255319148937,0.03574468085106383,0.4836170212765957,0.06042553191489362,0.0068846815834767644,0.9781985083189902,0.7117039586919105,0.3459552495697074
36059302400,Census Tract 3024,Nassau County,New York,5095,0.16997055937193326,0.6009813542688911,0.22904808635917567,0.6007850834151128,0.0005888125613346418,0.04494602551521099,0.32188420019627084,0.03179587831207066,0.06599123767798466,0.8904709748083242,0.6150054764512596,0.29545454545454547
36059302501,Census Tract 3025.01,Nassau County,New York,2866,0.2711095603628751,0.5362875087229588,0.19260293091416608,0.6004884856943475,0.01849267271458479,0.016050244242847175,0.2864619678995115,0.07850662944870901,0.003789929615592853,0.9945858148348673,0.7460747157552788,0.43096913914455875
36059302502,Census Tract 3025.02,Nassau County,New York,2757,0.1799056945955749,0.6329343489299963,0.18715995647442873,0.6532462821907871,0.023213638012332245,0.04062386652158143,0.22306855277475518,0.05984766050054407,0.013756613756613757,0.9650793650793651,0.7814814814814814,0.40793650793650793
36059302600,Census Tract 3026,Nassau County,New York,2294,0.22013949433304272,0.6342632955536182,0.14559721011333915,0.5736704446381866,0.1006974716652136,0.07759372275501308,0.23234524847428073,0.015693112467306015,0.014687882496940025,0.9290085679314566,0.47674418604651164,0.19583843329253367
36059302700,Census Tract 3027,Nassau County,New York,4105,0.14859926918392205,0.6786845310596833,0.17271619975639463,0.3651644336175396,0.011449451887941534,0.09476248477466505,0.48112058465286234,0.047503045066991476,0.03484898771988052,0.9223365416528377,0.5728509790906073,0.2190507799535347
36059302800,Census Tract 3028,Nassau County,New York,6167,0.20788065509972434,0.6218582779309226,0.170261066969353,0.3877087724987838,0.0,0.10199448678449813,0.4997567699043295,0.01053997081238852,0.028525419829767657,0.9155739590522199,0.5843110190936278,0.2516678168852082
36059302900,Census Tract 3029,Nassau County,New York,4380,0.18835616438356165,0.5678082191780822,0.24383561643835616,0.6262557077625571,0.0009132420091324201,0.03858447488584475,0.29360730593607304,0.040639269406392696,0.014719699342311305,0.9098026933917945,0.5612276855621673,0.23207015346069526
36059303000,Census Tract 3030,Nassau County,New York,5998,0.22224074691563855,0.6072024008002668,0.1705568522840947,0.43247749249749917,0.006835611870623541,0.17139046348782927,0.34178059353117707,0.04751583861287096,0.05195729537366548,0.8773428232502966,0.5086595492289443,0.17058125741399763
36059303101,Census Tract 3031.01,Nassau County,New York,3904,0.1754610655737705,0.6129610655737705,0.21157786885245902,0.30353483606557374,0.015368852459016393,0.1173155737704918,0.5307377049180327,0.033043032786885244,0.009576427255985266,0.9793738489871087,0.6143646408839779,0.2158379373848987
36059303102,Census Tract 3031.02,Nassau County,New York,4225,0.20118343195266272,0.5592899408284023,0.23952662721893492,0.4151479289940828,0.013964497041420118,0.031715976331360946,0.43644970414201184,0.10272189349112426,0.029519071310116086,0.951575456053068,0.5950248756218905,0.28059701492537314
36059303203,Census Tract 3032.03,Nassau County,New York,2988,0.23694779116465864,0.5475234270414994,0.21552878179384202,0.3102409638554217,0.0,0.0853413654618474,0.5632530120481928,0.04116465863453815,0.017403574788334902,0.9402634054562559,0.6072436500470367,0.23377234242709313
36059303204,Census Tract 3032.04,Nassau County,New York,4787,0.20618341341132232,0.6085230833507416,0.18529350323793609,0.36076874869438064,0.02381449759766033,0.13265092960100272,0.4368080217255066,0.04595780238144976,0.04450015669069257,0.8987778125979317,0.42400501410216235,0.14008147916013788
