FIPS,County,State,Met_Breast_Screen,Met_Cervical_Screen,Met_Colon_Screen,Currently_Smoke,BMI_Obese,Physically_Inactive,Binge_Drinking,Sleep_Debt,Cancer_Prevalence,Bad_Health,Poor_Physical,Poor_Mental,Depression,Diabetes_DX,High_BP,BP_Medicine,CHD,Had_Stroke,Kidney_Disease,Asthma,COPD,No_Teeth,Recent_Checkup,Recent_Dentist
36103158401,Suffolk County,New York,75.0,87.8,68.3,15.0,30.9,23.7,16.9,34.9,6.2,12.5,9.5,15.1,21.2,8.6,29.4,75.2,5.0,2.4,2.5,10.5,5.9,10.9,75.1,68.2
36103158402,Suffolk County,New York,76.3,89.1,73.3,11.8,28.6,20.3,16.4,32.5,7.1,10.5,8.5,12.8,19.5,8.4,30.1,77.8,5.1,2.3,2.5,9.8,5.4,7.8,76.8,73.9
36103158403,Suffolk County,New York,76.2,88.3,70.3,13.4,29.9,22.3,17.0,34.9,5.7,11.2,8.5,14.2,19.9,7.9,27.5,74.1,4.2,2.1,2.2,10.1,5.0,9.3,75.0,70.0
36103158405,Suffolk County,New York,75.9,88.4,69.0,14.2,30.1,22.1,17.5,34.5,5.8,11.5,8.9,14.6,20.9,8.0,27.8,74.3,4.4,2.1,2.2,10.4,5.4,9.6,74.8,70.2
36103158407,Suffolk County,New York,75.4,88.9,70.7,13.1,29.0,20.9,18.1,33.8,5.8,10.4,8.2,14.2,20.4,7.1,26.3,73.2,4.2,2.0,2.1,10.0,4.8,9.2,74.3,71.5
36103158408,Suffolk County,New York,76.2,88.9,69.8,13.6,29.5,21.0,18.8,34.6,5.4,10.4,8.2,14.6,20.7,6.9,25.5,71.7,3.9,1.9,2.1,10.0,4.8,9.5,73.7,71.0
36103158409,Suffolk County,New York,74.3,86.6,71.4,13.7,29.3,27.7,13.4,33.1,9.2,14.9,10.9,13.6,19.2,11.0,36.5,82.2,7.8,3.6,3.5,10.1,7.7,12.9,78.8,67.8
36103158410,Suffolk County,New York,70.5,86.1,77.3,10.3,26.4,34.7,6.8,28.7,16.3,19.6,13.7,9.8,15.5,16.4,52.6,90.5,14.1,6.2,6.0,9.2,11.8,14.3,87.1,68.6
36103158502,Suffolk County,New York,73.6,85.6,70.4,14.7,30.5,29.5,13.2,34.0,9.4,16.2,11.7,14.2,19.7,12.1,38.0,82.6,8.2,3.8,3.8,10.4,8.5,13.5,78.9,65.6
36103158505,Suffolk County,New York,76.1,87.5,72.9,11.6,27.7,20.8,17.0,33.3,6.3,10.1,8.0,13.3,19.1,7.6,27.3,75.5,4.4,2.1,2.3,9.6,4.7,8.1,75.5,72.7
36103158506,Suffolk County,New York,76.6,88.6,70.7,12.4,28.6,20.1,18.2,33.6,5.8,9.8,7.9,13.9,20.2,7.0,26.0,73.6,4.0,1.9,2.1,9.9,4.6,8.2,74.6,73.0
36103158507,Suffolk County,New York,75.0,87.3,69.9,13.6,29.5,23.0,17.2,34.8,6.0,11.7,8.9,14.5,20.0,8.3,28.1,74.7,4.7,2.2,2.4,10.1,5.3,10.2,74.8,69.2
36103158508,Suffolk County,New York,75.6,87.7,71.4,13.0,28.8,22.0,17.3,33.9,6.0,11.0,8.5,14.0,19.7,7.9,27.7,75.2,4.5,2.1,2.3,9.9,5.1,9.0,75.0,71.2
36103158509,Suffolk County,New York,74.4,85.5,67.9,17.2,31.4,27.2,16.8,36.3,5.5,14.3,10.1,16.1,21.3,8.9,28.7,73.9,4.8,2.4,2.4,10.6,6.3,13.5,73.7,63.4
36103158510,Suffolk County,New York,75.1,86.8,68.6,15.1,30.0,23.7,17.8,35.4,5.3,12.4,9.1,15.6,21.2,7.8,26.5,72.4,4.2,2.1,2.2,10.5,5.4,11.3,73.6,67.5
36103158511,Suffolk County,New York,75.2,86.8,70.8,14.3,29.7,23.8,17.2,34.7,6.1,12.0,9.1,14.6,20.2,8.3,28.3,75.2,4.7,2.3,2.4,10.0,5.6,10.2,74.7,68.8
36103158512,Suffolk County,New York,76.1,88.1,71.7,13.0,29.6,21.8,16.9,33.6,6.3,11.3,8.8,14.1,20.4,8.3,28.6,75.8,4.8,2.2,2.4,10.1,5.4,8.9,75.5,71.1
36103158604,Suffolk County,New York,76.0,87.4,70.8,13.3,29.4,22.8,16.7,33.9,6.3,11.7,8.9,14.2,20.1,8.4,28.8,75.9,4.9,2.3,2.4,10.1,5.5,9.9,75.4,69.8
36103158605,Suffolk County,New York,75.9,87.4,71.5,13.4,29.6,22.8,16.5,34.1,6.4,11.8,9.1,14.2,20.2,8.8,29.5,76.7,5.0,2.3,2.5,10.1,5.7,9.3,75.8,70.5
36103158606,Suffolk County,New York,75.3,87.0,69.3,14.2,29.7,24.2,17.3,34.5,6.1,12.5,9.3,14.8,20.2,8.2,28.2,74.8,4.9,2.3,2.5,10.1,5.6,11.3,74.5,68.2
36103158607,Suffolk County,New York,75.0,86.8,68.8,15.9,31.1,25.8,16.9,35.6,6.0,13.4,9.8,15.2,20.8,8.8,29.2,75.0,5.0,2.4,2.5,10.3,6.1,11.9,74.4,66.0
36103158608,Suffolk County,New York,74.0,85.1,67.1,17.3,31.2,28.6,15.8,36.6,6.2,15.1,10.6,16.1,20.9,9.6,30.6,75.7,5.6,2.7,2.7,10.5,6.8,14.7,74.6,62.5
36103158609,Suffolk County,New York,73.7,86.9,69.7,14.9,30.5,24.7,16.8,35.2,6.1,12.4,9.3,14.8,20.4,8.6,29.0,75.4,4.9,2.3,2.4,10.1,5.7,10.9,74.9,67.8
36103158704,Suffolk County,New York,74.9,86.9,72.0,14.6,32.0,27.4,14.9,36.0,6.8,14.9,10.3,14.9,19.6,10.4,32.5,77.7,5.8,2.9,3.0,10.8,6.5,12.6,76.8,65.0
36103158705,Suffolk County,New York,78.1,86.7,67.8,16.8,37.3,31.3,14.5,41.7,4.6,17.9,10.6,16.6,18.0,11.9,33.8,75.2,4.8,3.0,2.8,11.7,5.7,16.6,77.1,58.2
36103158707,Suffolk County,New York,75.3,87.6,69.8,14.8,31.0,23.4,17.5,35.4,6.2,12.1,9.4,14.8,20.6,8.6,29.4,75.3,4.9,2.3,2.4,10.2,5.7,10.1,75.1,69.1
36103158708,Suffolk County,New York,76.8,87.6,69.5,14.3,31.3,23.4,17.2,36.4,5.3,11.9,8.9,15.3,20.6,8.1,27.6,73.1,4.1,2.1,2.2,10.6,5.1,10.0,74.8,67.8
36103158709,Suffolk County,New York,75.9,88.1,72.2,12.6,29.6,22.6,16.1,33.5,7.2,11.6,9.1,13.4,19.5,9.0,30.9,78.2,5.3,2.5,2.6,9.9,5.7,9.1,76.8,71.5
36103158710,Suffolk County,New York,76.7,87.1,67.6,16.0,32.1,24.8,16.9,36.6,5.3,13.2,9.7,16.0,21.2,8.7,28.8,73.8,4.5,2.2,2.3,10.8,5.8,11.6,74.7,66.0
36103158711,Suffolk County,New York,76.4,87.7,71.9,12.9,30.7,24.6,15.3,34.4,6.9,13.0,9.4,13.7,19.0,9.7,31.6,77.9,5.5,2.6,2.8,10.1,5.8,10.4,76.8,68.5
36103158712,Suffolk County,New York,74.7,86.2,68.4,15.4,32.1,27.6,15.9,35.8,6.1,14.8,10.3,15.4,20.1,9.9,30.6,76.0,5.4,2.7,2.7,10.5,6.2,13.3,75.2,64.4
36103158802,Suffolk County,New York,76.1,89.4,73.3,11.0,27.6,19.5,16.9,32.0,7.1,9.8,8.0,12.6,19.2,7.7,28.6,77.1,4.8,2.2,2.4,9.6,5.0,7.9,76.5,75.0
36103158803,Suffolk County,New York,75.2,87.7,71.1,13.1,29.1,23.1,16.5,33.9,6.6,11.6,8.9,13.8,19.6,8.4,28.9,76.3,4.9,2.3,2.5,9.9,5.4,9.9,75.7,70.9
36103158804,Suffolk County,New York,75.2,87.3,69.0,14.4,30.7,24.5,17.4,35.0,5.8,12.5,9.2,14.8,20.2,8.3,27.8,74.2,4.6,2.2,2.4,10.1,5.5,10.9,74.3,67.8
36103158900,Suffolk County,New York,75.5,86.8,68.0,14.7,32.0,27.1,16.4,35.5,5.7,14.5,9.8,15.1,19.8,9.2,28.7,74.2,5.0,2.4,2.6,10.3,5.7,12.9,74.3,64.2
36103159000,Suffolk County,New York,75.8,87.6,67.5,14.7,32.5,25.3,17.0,35.7,5.4,13.3,9.5,15.1,20.3,8.8,28.3,73.6,4.6,2.2,2.4,10.3,5.5,11.4,74.4,65.8
36103159102,Suffolk County,New York,73.5,85.6,70.1,15.1,31.3,30.7,14.1,35.0,8.1,16.6,11.4,14.6,19.3,11.3,35.0,80.2,7.2,3.5,3.4,10.3,7.7,15.1,77.2,63.1
36103159103,Suffolk County,New York,76.5,84.1,63.9,21.9,39.7,37.9,14.1,42.4,4.3,23.1,13.0,19.3,20.6,12.9,33.6,73.4,5.4,3.2,3.0,12.5,7.3,22.7,74.8,49.4
36103159105,Suffolk County,New York,74.9,85.8,69.6,15.5,31.2,27.2,15.9,35.4,6.3,14.6,10.2,15.3,20.4,9.7,30.5,76.4,5.5,2.6,2.7,10.5,6.5,12.9,75.2,64.8
36103159106,Suffolk County,New York,75.8,86.7,67.8,15.2,31.9,25.4,18.0,37.0,4.8,13.2,9.2,15.5,19.6,8.5,27.4,71.5,4.2,2.1,2.2,10.2,5.1,12.0,73.4,64.5
36103159107,Suffolk County,New York,75.2,86.4,68.7,16.3,32.0,26.4,16.4,35.4,6.1,14.2,10.3,15.6,21.1,9.5,30.6,76.3,5.3,2.5,2.6,10.5,6.6,12.3,74.9,65.3
36103159108,Suffolk County,New York,75.5,87.8,71.4,13.5,30.0,23.4,17.1,34.6,6.1,12.1,9.1,14.4,20.1,8.5,28.6,75.5,4.7,2.3,2.4,10.2,5.5,9.9,75.2,69.8
36103159201,Suffolk County,New York,75.2,87.2,68.8,14.5,30.5,25.1,17.2,34.7,6.0,13.3,9.5,14.7,19.9,8.5,28.4,74.4,5.0,2.4,2.5,10.1,5.8,12.2,74.2,66.7
36103159203,Suffolk County,New York,75.8,88.8,73.0,12.5,28.9,21.6,16.6,33.0,7.2,11.1,8.8,13.2,19.6,8.4,30.1,77.6,5.2,2.4,2.6,9.9,5.6,8.9,76.5,72.6
36103159204,Suffolk County,New York,75.5,87.3,70.8,15.0,31.0,27.0,14.4,34.3,7.9,15.2,10.8,13.8,19.3,10.9,35.4,80.4,6.8,3.2,3.2,10.3,7.4,13.1,77.9,67.2
36103159300,Suffolk County,New York,77.0,89.7,75.7,9.4,27.4,20.1,14.2,30.5,9.4,10.5,8.7,11.1,17.8,9.5,34.6,82.1,6.4,2.8,3.1,9.4,5.7,7.1,79.9,76.6
36103159404,Suffolk County,New York,75.1,86.4,67.7,15.5,31.3,25.7,17.6,36.4,4.8,13.3,9.3,15.9,20.6,8.0,26.3,71.3,4.1,2.1,2.2,10.5,5.2,12.2,73.2,64.7
36103159406,Suffolk County,New York,74.5,87.4,70.7,15.0,31.4,26.9,15.8,35.3,7.1,14.2,10.2,14.5,19.7,9.9,32.3,77.8,6.0,2.9,2.9,10.2,6.6,12.7,76.1,66.3
36103159407,Suffolk County,New York,75.3,87.1,68.5,15.2,31.0,24.5,17.8,36.0,5.4,12.5,9.3,15.5,20.8,8.1,27.4,73.3,4.4,2.2,2.3,10.3,5.4,10.9,74.0,67.2
36103159408,Suffolk County,New York,73.3,84.4,64.6,18.9,32.8,29.7,16.6,37.4,4.9,16.7,11.1,18.1,22.5,9.4,28.6,72.2,5.0,2.5,2.4,11.3,6.9,16.9,72.9,58.8
36103159410,Suffolk County,New York,75.9,88.4,69.4,15.4,31.7,24.2,16.3,35.3,6.1,12.9,9.7,15.0,20.9,9.0,30.1,75.5,5.0,2.4,2.5,10.6,6.0,11.0,75.6,67.9
36103159411,Suffolk County,New York,75.0,87.1,67.5,15.7,30.9,24.4,17.9,35.8,5.2,12.3,9.2,15.9,21.4,7.9,26.9,72.9,4.2,2.1,2.2,10.5,5.4,11.3,73.7,67.3
36103159412,Suffolk County,New York,74.4,87.7,71.3,13.8,29.6,24.1,15.9,33.6,7.5,12.5,9.6,13.9,19.9,9.1,31.7,78.4,5.9,2.7,2.8,10.0,6.3,10.9,76.6,69.8
36103159505,Suffolk County,New York,75.1,86.0,66.7,17.2,32.5,27.5,16.3,36.2,5.5,14.9,10.5,16.5,21.7,9.4,29.5,74.4,5.0,2.5,2.5,10.9,6.5,14.0,74.3,63.1
36103159506,Suffolk County,New York,74.5,85.0,65.1,19.0,33.3,29.8,16.3,37.7,5.0,16.5,11.0,17.6,22.0,9.5,29.2,72.8,4.9,2.5,2.5,11.3,6.7,15.7,73.4,59.4
36103159508,Suffolk County,New York,74.3,86.0,65.8,18.5,33.1,28.8,16.5,37.2,5.4,15.7,10.9,17.0,21.8,9.3,29.8,74.0,5.1,2.5,2.5,11.1,6.8,14.9,74.1,61.6
36103159509,Suffolk County,New York,74.8,85.3,65.3,19.3,34.1,30.1,16.1,38.1,5.5,16.6,11.3,17.3,21.7,9.9,30.9,74.3,5.4,2.7,2.6,11.2,7.1,15.9,74.3,59.7
36103159510,Suffolk County,New York,74.7,83.8,64.8,21.0,35.3,30.2,14.7,37.2,6.8,19.1,13.0,15.3,20.5,13.0,38.4,79.3,7.4,3.4,3.1,11.1,9.3,15.6,76.5,60.5
36103159511,Suffolk County,New York,74.6,85.2,65.7,18.1,33.0,29.0,16.9,37.8,4.9,15.8,10.6,17.2,21.4,9.2,28.5,72.4,4.7,2.4,2.4,11.1,6.3,15.1,73.4,60.8
36103159512,Suffolk County,New York,74.3,86.9,68.1,16.3,31.6,25.9,17.2,36.5,5.4,13.7,9.9,16.1,21.4,8.6,28.2,73.7,4.6,2.3,2.3,10.8,5.9,12.3,74.1,65.6
36103159601,Suffolk County,New York,75.1,88.9,73.5,11.9,28.4,21.8,15.7,32.3,8.1,11.3,9.0,12.7,19.2,9.0,32.1,79.5,6.0,2.7,2.8,9.8,6.0,9.0,77.6,73.2
36103159602,Suffolk County,New York,75.9,88.9,72.5,13.0,29.6,21.9,16.5,33.6,7.2,11.4,9.1,13.5,20.0,8.7,30.8,77.8,5.4,2.5,2.6,10.0,5.8,9.2,76.7,72.4
36103169701,Suffolk County,New York,76.7,89.5,73.2,11.7,28.8,20.1,16.5,32.5,7.0,10.4,8.5,12.9,19.6,8.2,29.8,77.4,5.0,2.3,2.5,9.9,5.3,7.9,76.7,74.1
36103169703,Suffolk County,New York,76.5,88.4,73.7,11.8,29.7,22.8,14.1,31.8,8.7,12.3,9.7,12.2,18.9,10.6,35.5,82.0,6.7,2.9,3.1,9.8,6.7,8.7,79.3,72.9
36103169704,Suffolk County,New York,73.2,85.8,72.5,15.1,31.6,31.0,12.5,34.3,9.8,17.4,12.3,13.8,19.1,13.2,40.4,83.7,9.0,4.1,4.0,10.3,9.2,14.5,79.8,64.4
36103169800,Suffolk County,New York,74.2,83.4,62.8,20.6,36.1,35.8,15.3,39.1,5.2,21.6,12.9,17.9,20.7,11.9,32.4,74.2,6.2,3.2,3.0,11.3,8.0,23.0,73.1,51.9
36103169901,Suffolk County,New York,74.0,86.5,72.9,14.9,31.7,30.9,12.3,34.6,9.2,18.0,12.1,13.7,18.6,13.2,39.8,83.2,8.5,4.1,3.9,10.7,8.8,15.1,79.7,64.0
36103169902,Suffolk County,New York,76.0,89.1,74.7,11.3,28.7,22.0,15.2,32.0,8.3,11.4,9.0,12.2,18.5,9.4,33.1,80.6,6.1,2.7,2.9,9.6,5.9,8.7,78.3,73.5
36103170001,Suffolk County,New York,75.9,88.9,73.5,11.6,28.6,22.6,15.0,32.1,8.5,11.7,9.2,12.3,18.5,9.5,33.6,80.8,6.4,2.8,3.0,9.6,6.1,9.3,78.4,73.1
36103170002,Suffolk County,New York,75.6,89.4,75.1,10.3,28.0,21.5,14.2,30.9,9.4,11.3,9.0,11.2,17.6,9.8,35.2,82.1,6.7,2.9,3.2,9.3,6.1,8.1,79.7,75.2
36103170101,Suffolk County,New York,75.4,85.2,68.1,14.7,32.6,31.2,14.2,35.1,7.2,17.9,11.5,14.7,18.7,11.6,34.2,79.0,7.0,3.4,3.4,10.4,7.5,16.2,76.4,60.9
36103170201,Suffolk County,New York,74.8,88.3,73.7,11.9,29.4,25.0,13.0,31.6,9.9,13.7,10.4,12.2,18.5,11.4,37.9,83.4,8.0,3.5,3.6,9.8,7.4,10.4,80.1,71.2
36103170202,Suffolk County,New York,74.6,88.2,74.9,10.8,27.4,26.1,12.0,30.5,11.2,14.3,10.5,11.3,17.1,11.6,39.6,84.8,8.8,3.9,4.0,9.5,7.7,11.0,81.3,71.6
36103180300,Suffolk County,New York,76.8,89.8,76.4,9.5,27.2,20.9,13.5,30.0,10.2,10.9,8.9,10.6,17.2,10.0,36.2,83.2,7.1,3.0,3.3,9.2,6.0,7.3,80.6,76.4
36103190401,Suffolk County,New York,74.5,85.5,67.5,17.2,33.8,30.5,16.9,38.1,5.0,17.2,10.6,16.2,19.1,9.7,29.7,72.3,5.1,2.7,2.6,10.6,6.2,17.2,73.1,57.9
36103190402,Suffolk County,New York,75.3,87.7,71.3,13.0,29.4,25.1,15.4,33.4,7.7,13.3,9.7,13.5,18.9,9.5,32.2,79.0,6.1,2.9,3.0,9.9,6.3,11.7,76.9,69.1
36103190403,Suffolk County,New York,74.6,87.2,71.0,13.1,29.9,26.0,15.8,33.2,7.0,14.0,9.7,13.7,18.9,9.3,30.4,77.3,5.9,2.7,2.8,9.9,6.2,12.3,75.5,67.0
36103190502,Suffolk County,New York,76.8,88.8,72.8,10.9,29.4,22.6,15.7,32.5,7.4,11.7,8.7,12.3,17.6,9.2,31.4,78.8,5.7,2.6,2.8,9.4,5.4,9.3,77.0,71.5
36103190503,Suffolk County,New York,76.7,88.9,72.9,11.4,29.0,21.1,15.7,32.2,7.5,10.8,8.7,12.6,19.0,8.8,31.3,79.0,5.5,2.5,2.6,9.7,5.5,8.3,77.6,73.8
36103190504,Suffolk County,New York,77.2,89.6,73.9,9.9,27.9,19.5,15.5,31.0,8.0,10.0,8.2,11.8,18.5,8.7,31.5,79.9,5.5,2.4,2.7,9.5,5.2,7.0,78.2,75.9
36103190601,Suffolk County,New York,75.5,88.1,72.5,12.7,29.7,23.9,14.6,32.7,8.3,12.8,9.8,13.0,19.3,10.0,34.0,80.6,6.5,2.9,3.0,10.0,6.6,10.1,78.2,71.1
36103190603,Suffolk County,New York,74.3,86.4,69.2,15.3,32.3,28.1,15.8,34.9,6.5,15.2,10.5,14.8,19.7,10.0,31.2,76.8,5.9,2.7,2.8,10.1,6.7,13.7,75.0,63.8
36103190604,Suffolk County,New York,75.2,88.0,71.8,12.6,30.3,24.4,16.1,33.5,6.9,12.6,9.3,13.5,19.0,9.1,30.2,77.2,5.5,2.5,2.7,9.7,5.7,10.7,75.9,69.0
36103190704,Suffolk County,New York,76.4,88.5,72.9,11.5,29.6,24.1,13.6,32.3,8.5,13.0,9.6,11.9,17.6,10.7,35.7,82.0,6.8,3.1,3.2,9.7,6.4,10.0,79.3,71.5
36103190705,Suffolk County,New York,76.7,88.7,72.3,10.5,28.4,21.3,16.5,32.2,6.5,11.4,8.3,13.0,18.0,8.5,28.2,76.1,5.1,2.4,2.6,9.8,4.8,9.3,75.9,72.0
36103190706,Suffolk County,New York,76.6,88.3,72.7,11.1,29.7,22.5,15.6,32.6,7.1,11.7,8.8,12.8,18.4,9.2,31.0,78.4,5.5,2.5,2.7,9.6,5.4,8.9,76.9,71.5
36103190707,Suffolk County,New York,77.1,90.0,75.4,9.7,27.8,19.8,14.9,30.7,8.5,10.2,8.3,11.2,17.9,9.0,32.6,80.6,5.9,2.6,2.8,9.3,5.3,7.1,78.7,75.8
36103190708,Suffolk County,New York,77.2,90.0,75.0,9.0,27.4,20.3,13.7,29.9,9.3,10.5,8.5,10.7,17.4,9.6,34.4,82.3,6.5,2.8,3.1,9.3,5.5,7.2,79.9,76.1
36103190800,Suffolk County,New York,77.0,89.2,75.5,9.1,27.9,22.5,13.2,30.7,9.4,11.8,8.7,10.6,16.1,10.4,35.9,83.0,6.9,3.1,3.3,9.1,5.7,8.4,80.3,74.2
36103200901,Suffolk County,New York,76.2,89.4,77.1,8.2,26.8,22.2,11.7,28.6,11.1,11.8,9.1,10.1,16.5,11.2,38.7,85.2,8.2,3.4,3.8,9.1,6.2,7.5,82.0,75.7
36103200902,Suffolk County,New York,76.8,88.5,72.5,11.1,29.9,23.6,14.1,32.0,8.0,12.8,9.5,12.3,18.2,10.4,33.9,80.9,6.3,2.9,3.1,9.8,6.1,9.5,78.5,71.4
36103201001,Suffolk County,New York,76.2,87.4,69.2,13.2,32.0,26.1,15.4,33.7,6.2,14.4,9.8,13.7,18.8,10.0,30.4,76.5,5.6,2.5,2.7,9.9,5.9,11.9,75.3,65.6
36103201003,Suffolk County,New York,75.2,88.2,72.6,11.5,30.2,25.3,15.2,33.3,7.3,13.3,9.2,12.3,17.0,9.9,31.8,78.8,5.9,2.7,2.9,9.4,5.6,10.7,76.8,69.0
36103201004,Suffolk County,New York,75.4,88.7,73.3,11.4,29.3,23.2,14.8,32.1,8.2,12.3,9.3,12.1,18.0,10.0,33.6,80.5,6.4,2.8,3.0,9.5,6.1,9.2,78.3,72.4
36103201100,Suffolk County,New York,75.0,84.7,64.2,15.6,34.8,33.0,15.7,37.5,4.7,18.7,10.9,15.4,18.0,11.2,29.5,73.3,5.0,2.6,2.7,10.3,5.6,16.1,73.5,57.6
