FIPS,Tract,County,State,Vacancy Rate,No Vehicle,Single Parent Household,Multi-Unit Structures,Mobile Homes,Owner Occupied Housing,Crowded Housing,Lack Complete Plumbing,Median Home Value,Median Monthly Mortgage,Median Gross Rent,No Home Broadband,Rent Burden (40% Income)
36059413400,Census Tract 4134,Nassau County,New York,0.025884838880084523,0.0016469038208168643,0.05802603036876356,0.011093502377179081,0.003169572107765452,0.9614967462039046,0.00596529284164859,0.0,714800.0,4001.0,0.0,0.006370553884268326,0.0
36059413500,Census Tract 4135,Nassau County,New York,0.025495750708215296,0.003001616254906488,0.04817275747508306,0.08012950222581951,0.0,0.8878737541528239,0.055232558139534885,0.0,482600.0,3514.0,1970.0,0.026470973660070785,0.7037037037037037
36059413600,Census Tract 4136,Nassau County,New York,0.02899287894201424,0.085625,0.02776322682032478,0.12970498474059003,0.0,0.7757988475641697,0.029334730225248823,0.0,552200.0,3283.0,1963.0,0.044666785778095464,0.1822429906542056
36059413700,Census Tract 4137,Nassau County,New York,0.03565459610027855,0.002851033499643621,0.03292894280762565,0.09303621169916435,0.0,0.8353552859618717,0.05025996533795494,0.0,519900.0,3645.0,752.0,0.059881255301102665,0.4245614035087719
36059413803,Census Tract 4138.03,Nassau County,New York,0.0,0.010478359908883827,0.1248303934871099,0.04477611940298507,0.0,0.9511533242876526,0.0,0.0,567900.0,3910.0,2926.0,0.04635761589403975,0.3472222222222222
36059413804,Census Tract 4138.04,Nassau County,New York,0.04883081155433287,0.02028485110056107,0.03470715835140998,0.0,0.0,0.9645697758496024,0.0,0.012292118582791034,617900.0,4001.0,0.0,0.03934426229508192,0.6122448979591837
36059413900,Census Tract 4139,Nassau County,New York,0.020147420147420148,0.009463028169014084,0.06720160481444333,0.0029484029484029483,0.0,0.7683049147442327,0.037111334002006016,0.0,423500.0,3083.0,2186.0,0.1105498794627483,0.36796536796536794
36059414001,Census Tract 4140.01,Nassau County,New York,0.07361516034985423,0.12379421221864952,0.24075531077891424,0.0,0.0,0.7018095987411487,0.10621557828481511,0.0,386600.0,2750.0,2768.0,0.08168073826821132,0.9261213720316622
36059414002,Census Tract 4140.02,Nassau County,New York,0.02702702702702703,0.04983050847457627,0.10158730158730159,0.0,0.0,0.8142857142857143,0.06904761904761905,0.0,430300.0,2720.0,2524.0,0.17954545454545456,0.6623931623931624
36059414100,Census Tract 4141,Nassau County,New York,0.02403393025447691,0.001999500124968758,0.03042008691453404,0.0,0.01932139491046183,0.9502655721873491,0.10719459198454853,0.0,448400.0,3101.0,2247.0,0.027153558052434468,0.4174757281553398
36059414201,Census Tract 4142.01,Nassau County,New York,0.01328740157480315,0.038135593220338986,0.06932668329177058,0.5708661417322834,0.0,0.4982543640897756,0.07082294264339152,0.0,523900.0,3193.0,1897.0,0.06516734549318226,0.20874751491053678
36059414202,Census Tract 4142.02,Nassau County,New York,0.05149501661129568,0.0282311424790472,0.07530647985989491,0.11877076411960133,0.0,0.6436077057793345,0.10595446584938704,0.017513134851138354,452100.0,3427.0,1993.0,0.07484635645302895,0.4103194103194103
36059414301,Census Tract 4143.01,Nassau County,New York,0.0244140625,0.019529006318207927,0.08608608608608609,0.5849609375,0.0,0.5515515515515516,0.12312312312312312,0.0,412100.0,2664.0,1701.0,0.013171947312210719,0.34375
